"system.index","X","Y","aadt","cntr","cveh2011_1k","cveh2011_10k","cveh2011_100k","cveh2011_12k","cveh2011_15k","cveh2011_150k","cveh2011_20k","cveh2011_200k","cveh2011_25k","cveh2011_30k","cveh2011_45k","cveh2011_5k","cveh2011_50k","cveh2011_75k","cveh2011_8k","elevation","highway_100","highway_200","highway_300","highway_400","highway_50","highway_500","imd_2012_100","imd_2012_1k","imd_2012_10k","imd_2012_1200","imd_2012_1500","imd_2012_1800","imd_2012_200","imd_2012_2k","imd_2012_2500","imd_2012_300","imd_2012_3500","imd_2012_400","imd_2012_4k","imd_2012_500","imd_2012_5k","imd_2012_600","imd_2012_6k","imd_2012_700","imd_2012_7k","imd_2012_800","imd_2012_8k","lane_10_primary","lane_10_residential","lane_10_unclassified","lane_20_highway","maxv_10_primary","maxv_10_residential","maxv_10_unclassified","maxv_20_highway","method","pcar2011_1k","pcar2011_10k","pcar2011_100k","pcar2011_12k","pcar2011_15k","pcar2011_150k","pcar2011_20k","pcar2011_200k","pcar2011_25k","pcar2011_30k","pcar2011_45k","pcar2011_5k","pcar2011_50k","pcar2011_75k","pcar2011_8k","pop2011","pop2011_1k","pop2011_10k","pop2011_100k","pop2011_12k","pop2011_15k","pop2011_150k","pop2011_20k","pop2011_200k","pop2011_25k","pop2011_30k","pop2011_45k","pop2011_5k","pop2011_50k","pop2011_75k","pop2011_8k","primary_100","primary_200","primary_300","primary_400","primary_50","primary_500","res_2012_100","res_2012_1k","res_2012_10k","res_2012_1200","res_2012_1500","res_2012_1800","res_2012_200","res_2012_2k","res_2012_2500","res_2012_300","res_2012_3500","res_2012_400","res_2012_4k","res_2012_500","res_2012_5k","res_2012_600","res_2012_6k","res_2012_700","res_2012_7k","res_2012_800","res_2012_8k","slope","unclassified_100","unclassified_200","unclassified_300","unclassified_400","unclassified_50","unclassified_500","year",".geo","lane_10_localA","maxv_10_localA","localA_50","localA_100","localA_200","localA_300","localA_400","localA_500","residential_50","residential_100","residential_200","residential_300","residential_400","residential_500","road_tag","area_type"
"00000000000000002731_0",3642392.5,3455702.5,14116,"UK",827,23065,412722,25536,27490,989155,31032,1797286,33970,44992,64685,15127,72379,173600,19915,3,0,563.1532,1117.2017,1612.7859,0,2083.0825,4,198,4730,260,388,543,10,665,982,22,1845,37,2188,61,2816,86,3402,111,3763,138,4116,0,0,0,0,0,0,0,0,"Manual count",6101,170067,3043060,188284,202694,7293174,228804,13251638,250468,331733,476935,111535,533664,1279981,146836,1163,12351,344267,6160041,381143,410313,14763512,463167,26825179,507022,671526,965457,225781,1080292,2591056,297240,0,0,0,0,0,25.052925,0,63,6938,121,298,537,0,728,1266,0,2513,0,3024,3,3896,5,4624,7,5122,19,5610,0,0,0,0,215,0,630,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.3313408711517816,53.77204749054273]}",2,48,92.690506,200.03311,496.06335,929.836697,1347.4969,1713.03635,0,0,0,0,197.02835,502.97766,"localA","urban"
"000000000000000026f8_0",3561892.5,3462912.5,591,"UK",545,38540,968632,54134,81272,1551217,125441,1811800,152388,172248,305536,9641,352080,595218,25757,138,0,0,0,0,0,0,2,67,7885,89,135,187,5,241,339,11,694,17,971,24,1772,28,2957,33,4286,43,5557,0,1,0,0,0,0,0,0,"Manual count",4024,284163,7141858,399143,599236,11437332,924899,13358647,1123582,1270014,2252760,71087,2595939,4388622,189914,1884,8147,575230,14457203,807983,1213029,23152495,1872266,27094048,2274458,2570880,4560244,143901,5254939,8883851,384443,0,297.2934,550.2618,798.782,0,1109.53,5,127,11878,176,260,373,12,473,659,25,1136,35,1632,50,2820,57,4458,65,6114,79,7939,1.5472115,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.5560605174535596,53.72702533825312]}",0,0,0,0,303.46042,558.57574,908.9126,1102.0486,175.7363,413.1356,1377.5576,2880.0815,4218.115,5560.9053,"residential","urban"
"00000000000000001d45_0",3507762.5,3438532.5,132205,"UK",1015,61666,1017487,77008,106036,1495245,160135,1877505,203355,232298,389107,19532,452055,755060,45065,28,664.25305,1560.0386,2399.4326,3420.3506,182.04468,4473.794,1,52,10281,82,162,264,2,345,588,4,1276,7,1767,12,2975,17,4358,22,5845,29,7440,0,0,0,2,0,0,0,112,"Manual count",7491,454675,7502075,567793,781820,11024648,1180697,13843099,1499369,1712769,2868941,144016,3333069,5567165,332276,1657,15164,920396,15186388,1149380,1582633,22317102,2390075,28106761,3035161,3467145,5807574,291531,6747104,11269565,672624,0,0,0,0,0,0,0,110,16286,168,332,548,1,719,1245,4,2499,8,3173,17,4923,29,6749,44,9283,62,11875,1.5460243,0,0,0,35,0,70,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.3025162172971143,53.431606527777994]}",0,0,0,0,0,0,28.640356,667.80554,0,0,0,0,178.10074,1039.0824,"highway","urban"
"00000000000000001097_0",3496372.5,3454832.5,143,"UK",709,36626,876469,45043,66815,1449775,120453,1796074,192094,267024,404371,9720,444898,687061,25636,115,0,0,0,0,0,398.64612,2,87,5980,119,174,198,5,221,314,10,626,16,851,25,1520,35,2291,46,3221,57,4220,0,1,0,0,0,0,0,0,"Manual count",5228,270052,6462330,332112,492641,10689385,888122,13242699,1416339,1968808,2981485,71671,3280299,5065795,189019,4513,10583,546665,13081640,672292,997250,21689724,1797818,26891378,2867083,3985442,6035396,145084,6640283,10254647,382631,0,101.18005,459.64618,726.12994,0,941.48193,5,168,10757,216,292,352,11,406,563,22,1147,37,1570,57,2759,74,4049,93,5579,116,7393,1.2835442,0,0,0,65,0,145,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.514314014620313,53.5581436823612]}",0,0,0,0,0,0,319.82672,720.718786,174.57257,582.142,1687.6101,2727.7383,4537.568,6736.128,"residential","urban"
"00000000000000002702_0",3503057.5,3336032.5,5024,"UK",1508,58071,764775,73651,99129,1829782,147882,2984940,186634,212398,284566,15582,320690,515255,38102,176,0,0,0,0,0,0,3,131,10466,186,273,355,7,430,664,14,1393,23,1787,35,2769,47,4069,62,5709,81,7391,0,0,0,0,0,0,0,0,"Manual count",11118,428168,5638795,543045,730893,13491229,1090358,22008368,1376082,1566044,2098143,114895,2364492,3799049,280935,5234,22508,866738,11414566,1099282,1479541,27310181,2207203,44551353,2785592,3170131,4247254,232581,4786422,7690384,568695,0,0,0,0,0,0,5,297,16977,404,610,797,13,947,1381,29,2366,49,3106,79,4753,109,7156,142,9330,186,11837,3.982821,0,0,0,0,0,65,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.114033059686769,52.51848260227651]}",2,48,110.75364,357.3449,669.77313,1152.1442,1880.9093,2507.524,64.75969,266.51736,1741.855,3722.6328,5664.1084,8154.954,"localA","urban"
"00000000000000001026_0",3662947.5,3205407.5,1626,"UK",1356,20956,1218853,26206,42080,1612101,78401,2274616,123277,183958,494880,8662,612246,975058,15371,32,0,0,0,0,0,0,1,114,3576,164,256,366,4,453,679,10,936,18,1048,30,1343,42,1860,56,2295,74,2718,0,1,0,0,0,0,0,0,"Manual count",10002,154515,8986772,193224,310263,11740003,578062,16342404,908943,1356351,3648818,63870,4514176,7189236,113332,6489,20247,312784,18191847,391142,628063,23777996,1170167,33107122,1839967,2745651,7386273,129292,9138010,14553110,229418,0,50.02482,875.4949,1375.906,0,1827.0264,5,298,7064,394,553,699,13,825,1186,29,1743,49,2052,81,2851,113,3930,149,4687,195,5316,1.2172201,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.4773245270769366,51.57208911160685]}",0,0,0,0,0,0,153.58965,320.5513,118.5091,704.3069,1990.133,4211.0537,7624.092,11316.295,"residential","urban"
"00000000000000000423_0",4142952.5,2719357.5,1085,"DE",679,25671,445856,28568,33180,760855,39594,1296080,45948,59052,115565,13080,135786,297227,21377,250,0,0,0,0,0,0,0,93,6739,133,209,287,2,348,545,5,1262,9,1746,18,2693,29,3689,40,4562,54,5254,2,0,0,0,32,0,0,0,"Automatic counter",7689,275127,4223495,305671,352658,6885277,416018,11993625,475468,570026,1049654,146291,1242506,2746178,230982,32,14126,477651,7973138,532058,612412,13121172,730104,22750282,836308,1018771,1937050,247110,2299729,5165362,398030,136.67337,230.51932,324.7986,431.26584,79.52199,539.3665,2,93,9404,159,311,459,4,585,934,7,1656,10,2203,15,3345,22,4643,33,6036,45,7191,4.45598,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.63517519908898,47.56223267985191]}",0,0,28.4342386,142.655655,356.1894,573.8521,775.04181,975.72516,0,0,74.10881,664.9246,1073.4025,1378.1428,"primary","urban"
"00000000000000002a89_0",3638337.5,3175427.5,2447,"UK",725,6147,1203670,10273,21191,1574965,59546,2255884,143012,253635,641995,2748,738097,1028830,3807,108,0,0,0,0,0,0,2,68,741,90,117,149,4,176,215,7,260,12,290,18,351,23,373,29,409,40,461,0,1,0,0,0,0,0,0,"Manual count",5347,45323,8874824,75751,156250,11496904,439047,16082159,1054451,1870089,4733516,20263,5442093,7585703,28073,2678,10824,91748,17965232,153343,316297,23283201,888761,32604621,2134517,3785606,9582017,41019,11016383,15355676,56829,130.3507,364.50818,590.3975,817.2921,0,1028.217,5,308,3046,396,532,659,13,763,950,29,1073,49,1169,81,1441,113,1551,149,1911,196,2182,4.1011734,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.18293727118455047,51.27612065050035]}",0,0,0,9.562205,110.24361,211.27591,326.53635,435.17603,95.20554,212.4817,1136.5869,2099.724,4419.561,6491.784,"residential","urban"
"000000000000000017d0_0",3499902.5,3406302.5,107992,"UK",117,11712,1201344,16206,26269,1513431,44821,2080420,59758,81925,251820,2229,326690,748564,5282,77,403.4006,825.1614,1326.4326,1807.6074,226.9221,2209.6704,0,16,2504,21,38,48,1,63,118,3,200,5,274,7,449,10,613,11,734,12,1216,0,0,0,3,0,0,0,112,"Manual count",869,86355,8857672,119489,193691,11158730,330474,15339217,440609,604049,1856708,16440,2408731,5519264,38945,67,1760,174808,17930511,241881,392089,22588524,668977,31135341,891922,1222772,3758519,33281,4875974,11172601,78837,192.19048,412.88983,573.7634,790.3179,92.12736,1017.7866,0,5,3999,19,52,71,0,93,201,0,352,0,494,0,769,0,959,0,1157,0,1889,0.64128566,0,0,15,95,0,200,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.336295628166888,53.134869416525966]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"highway","rural"
"0000000000000000082d_0",3776857.5,2752177.5,6296,"FR",255,2269,197473,3151,3890,1319052,5275,1867157,7364,10099,25799,660,30293,118898,1428,141,371.3872,800.2008,1182.4407,1607.2767,187.68062,2031.9976,0,50,499,81,124,152,1,169,185,2,198,3,213,6,235,11,300,16,377,22,396,0,0,0,2,0,0,0,110,"Automatic counter",1232,10960,953796,15223,18790,6371024,25481,9018371,35571,48782,124609,3190,146317,574281,6897,498,2551,22693,1974734,31519,38904,13190526,52757,18671577,73647,100999,257991,6606,302934,1188988,14281,0,0,0,0,0,0,5,128,1212,166,243,285,12,306,341,21,341,31,341,47,360,60,544,72,805,89,901,3.5419514,0,0,200,515,0,780,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.7495096520275117,47.64298020801245]}",0,0,0,0,0,0,0,0,57.69217,163.32532,803.2221,1802.9214,2257.7534,2700.7446,"highway","urban"
"00000000000000001367_0",3576577.5,3483412.5,10386,"UK",650,4034,773972,7368,18915,1311442,46581,1735714,78821,114310,199579,1585,223517,481983,2257,30,0,0,0,0,0,0,3,92,874,114,144,156,8,163,180,17,246,25,285,33,358,41,442,51,482,62,531,0,0,0,0,0,0,0,0,"Manual count",4794,29748,5706603,54328,139465,9669439,343450,12797654,581162,842830,1471527,11691,1648022,3553728,16641,2746,9706,60220,11551829,109977,282319,19573764,695243,25912044,1176442,1706134,2978800,23667,3336078,7193782,33687,0,206.01744,458.4513,681.81616,0,896.5557,5,233,1663,280,358,383,13,393,416,29,575,47,662,75,790,103,924,134,977,168,1077,0,50,405,900,1180,0,1355,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.3853397755923595,53.929391900655986]}",2,48,104.56756,186.05429,476.00903,877.65217,1214.5883,1558.3611,0,0,320.25897,1216.3324,2613.0354,4564.6143,"localA","urban"
"00000000000000002a58_0",3697027.5,3175452.5,658,"UK",783,9622,949075,11415,12396,1494993,16953,2200804,26787,48317,114041,2338,137155,387938,5802,55,0,0,0,0,0,1301.9985,2,72,1297,92,123,164,6,188,233,12,309,18,339,27,370,33,410,41,525,51,708,0,1,0,0,0,48,0,0,"Manual count",5774,70946,6886824,84166,91397,10665835,125003,15081005,197509,356249,840846,17243,1011264,2839798,42780,2123,11690,143616,13950647,170378,185016,21621103,253043,30597747,399816,721153,1702119,34906,2047095,5750378,86600,0,0,560.8888,1312.7369,0,1976.6094,5,160,3441,200,283,369,13,435,572,28,824,44,923,62,1022,76,1132,93,1426,113,2017,1.545062,0,0,0,0,0,95,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.0187333394515172,51.34407583563347]}",0,0,0,0,123.8549,496.41638,667.0595,771.53625,126.7809,570.49976,1937.5698,4004.692,5800.913,7869.9414,"residential","urban"
"00000000000000000166_0",4349027.5,2729617.5,2451,"DE",13,3521,217914,4072,4926,562315,8101,951795,10192,13878,27960,747,32823,97639,2623,802,404.85028,776.65466,1195.0702,1632.1406,180.4348,2265.39,0,10,1410,12,17,21,0,24,39,1,126,2,166,3,348,4,544,4,813,6,1050,0,0,0,2,0,0,0,130,"Automatic counter",188,49480,2845858,57218,69175,7219392,113714,11932864,142577,194100,385827,10503,449459,1274786,36871,40,353,92660,5299969,107126,129302,13424482,212649,22037686,266495,362708,719866,19669,836986,2358543,69047,0,0,0,0,0,0,0,0,2201,0,0,1,0,7,37,0,187,0,236,0,577,0,923,0,1371,0,1796,0.90554553,40,180,395,605,0,785,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.373037454725083,47.679537568647724]}",0,0,0,0,275.42188,505.27057,701.26495,939.7521,0,0,0,0,0,0,"highway","rural"
"00000000000000001dbb_0",3641502.5,3158952.5,15492,"UK",1088,9571,1158043,11574,13535,1555496,23286,2198722,38572,59279,321184,4887,456959,941184,6696,118,198.15279,401.24677,610.01746,818.38513,84.936386,1045.9811,2,100,921,126,170,207,6,244,317,14,406,24,441,38,468,49,527,60,639,72,699,0,0,0,2,0,0,0,48,"Manual count",8028,70569,8538159,85342,99802,11263832,171692,15390393,284396,437074,2368137,36039,3369222,6939479,49377,4287,16252,142853,17283746,172758,202029,22819236,347555,31208303,575702,884766,4793801,72955,6820288,14047530,99955,5.230954,326.68802,557.5783,735.1235,0,959.3523,5,264,3169,360,541,724,13,860,1127,27,1424,44,1543,69,1686,96,1871,125,2073,164,2214,3.9898179,0,50,110,645,0,1210,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.2592378917511115,51.13336020562148]}",0,0,0,117.01411,345.06317,478.29025,947.4884,1611.9062,126.02416,269.46295,1154.8965,2476.0403,3527.3164,4600.1133,"highway","urban"
"00000000000000001933_0",3463237.5,3445747.5,15715,"UK",1329,59850,694457,66445,76816,1300676,98915,1777051,126128,155755,267581,22894,323313,513030,46307,28,249.91376,712.6936,1100.2759,1514.4272,0,1928.5065,3,202,10640,290,478,666,8,817,1198,19,2125,30,2757,48,4313,68,5708,92,6974,124,8200,2,0,0,0,48,0,0,0,"Manual count",9802,441287,5120330,489911,566379,9590059,729316,13102437,929963,1148408,1972917,168806,2383833,3782642,341429,3558,19844,893295,10365041,991723,1146517,19497369,1476350,26607445,1882517,2324713,3993761,341713,4825574,7657171,691153,461.6326,800.5552,1005.485,1471.278,151.61864,2112.2585,5,235,15072,302,437,568,13,671,1005,29,2060,49,2788,76,4455,102,6305,131,8480,166,10924,0.90718114,85,215,355,635,15,745,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.98256951286934,53.4258201685085]}",0,0,0,0,0,383.04785,701.1311,1128.463,0,67.559395,960.04736,2887.2798,5527.2637,7996.532,"primary","urban"
"00000000000000001f05_0",3612182.5,3188277.5,19055,"UK",1541,75851,1324087,101867,166283,1686045,286440,2401207,419149,558887,769566,21152,830706,1095457,50031,59,234.0167,1088.2595,1607.1028,2109.692,86.751274,2614.399,2,91,7782,131,211,320,7,403,623,13,1161,19,1504,29,2262,38,3109,46,4264,59,5427,0,1,0,2,0,0,0,48,"Manual count",11364,559266,9762673,751084,1226029,12398453,2111961,17415138,3090443,4120752,5674119,155958,6124911,8076954,368888,5043,23006,1132118,19762496,1520414,2481842,25100972,4275226,35278736,6255959,8341605,11486071,315706,12398606,16350111,746738,0,188.99368,292.37695,399.47968,0,505.30048,5,249,18103,346,551,797,13,1013,1563,29,2906,47,3784,76,5619,103,7490,129,9748,162,12553,1.1827966,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.2143901076273145,51.35821302598476]}",0,0,0,0,87.0052,192.2767,623.0395,1064.1107,112.40338,263.67767,1077.2505,3104.3718,4921.4194,6958.802,"highway","urban"
"00000000000000000d9f_0",3586627.5,3601912.5,343,"UK",1042,50342,203017,59842,74250,479688,88379,1180254,102174,109468,132482,16132,141675,179120,37909,26,0,0,0,0,0,0,4,148,9949,209,350,478,10,586,926,21,1759,31,2267,46,3421,61,4770,79,6122,101,7335,0,1,0,0,0,32,0,0,"Manual count",7689,371180,1496878,441229,547455,3536810,651636,8702173,753349,807125,976808,118944,1044594,1320679,279512,2990,15565,751377,3030119,893178,1108210,7159536,1319102,17627519,1525000,1633857,1977346,240779,2114563,2673440,565814,125.2789,351.24887,603.1769,1280.7202,0,1950.3181,5,140,14518,197,359,544,13,693,1151,27,2063,35,2795,47,4361,59,6483,70,8610,88,10586,0.40663883,0,0,15,80,0,380,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.5260667942777162,54.99298557789667]}",0,0,0,0,251.30121,568.52,1047.4006,1509.9232,134.32181,658.5719,2340.2456,4684.588,6073.843,7832.479,"residential","urban"
"0000000000000000237a_0",3654692.5,3214572.5,18735,"UK",251,12952,1253083,18741,40514,1655427,83050,2350913,158849,261850,611744,4629,704423,1004745,7462,64,0,591.09393,1950.6989,2859.2349,0,3486.819,0,24,1565,40,72,103,1,122,158,2,240,3,330,4,490,5,671,8,770,14,888,2,0,0,0,64,0,0,0,"Manual count",1854,95499,9239155,138186,298718,12122316,612344,17022710,1171215,1930660,4510473,34131,5193812,7408120,55019,258,3755,193318,18702743,279730,604694,24546402,1239563,34490126,2370881,3908219,9130513,69092,10513790,14996196,111375,215.3294,412.65976,788.98535,1021.99634,106.73537,1140.8318,0,49,4169,94,190,284,0,354,495,0,808,0,1084,0,1660,1,2206,5,2480,13,2775,0.9077207,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3417005526463266,51.64391329180737]}",0,0,0,0,0,0,146.13,396.712078,8.106423,78.6261,78.62609,78.62609,78.6261,342.1499,"primary","rural"
"00000000000000000f42_0",3555707.5,3374007.5,1867,"UK",1497,23200,1107643,30105,40801,1721475,70065,2886179,103207,120693,216845,11226,282383,681022,18603,65,0,0,0,0,0,0,3,126,4372,169,255,357,7,428,673,16,1196,25,1512,36,2162,47,2650,59,3056,77,3450,0,1,0,0,0,0,0,0,"Manual count",11041,171058,8166804,221969,300836,12692668,516604,21280190,760962,889891,1598830,82773,2082049,5021268,137162,6295,22352,346272,16531992,449330,608980,25693661,1045759,43077308,1540409,1801399,3236499,167558,4214676,10164512,277657,0,0,0,0,0,0,5,257,7218,347,516,660,13,760,944,29,1429,47,1873,74,3107,96,3939,121,4729,160,5550,1.9262143,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.4348664747846291,52.930949629651224]}",0,0,0,18.503792,336.071,1086.8337,2120.5708,2908.9805,88.98534,331.30228,1453.5227,2950.9534,4906.954,7114.5977,"residential","urban"
"000000000000000017da_0",3564637.5,3304757.5,97045,"UK",3,6804,917841,8640,10140,2221641,20772,3281854,41006,82308,178526,526,227079,598962,3111,148,366.2956,782.02454,1403.8065,2883.8213,206.99538,4171.516,0,7,1671,8,12,17,0,32,97,0,250,1,286,2,341,4,486,5,678,6,913,0,0,0,3,0,0,0,112,"Manual count",25,50173,6767368,63706,74766,16380460,153155,24197555,302348,606870,1316299,3882,1674286,4416232,22939,13,52,101566,13699127,128961,151350,33158827,310031,48982906,612042,1228483,2664573,7860,3389243,8939742,46436,0,0,0,0,0,0,0,0,2467,0,2,12,0,30,99,0,107,0,123,0,223,0,532,0,787,0,1201,1.837161,0,135,250,370,0,530,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.1450925016516162,52.32972066968617]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"highway","rural"
"0000000000000000009f_0",4786432.5,2799512.5,6275,"AT",643,38000,243627,51954,76797,500208,94488,787795,105999,112170,129032,7354,137472,191964,18077,251,0,0,0,0,0,0,1,65,5864,92,147,210,3,259,400,7,795,11,1045,19,1640,26,2307,34,2928,43,3757,0,0,0,0,0,0,0,0,"Automatic counter",6913,408128,2294770,557994,824807,4256895,1014808,6435999,1138434,1204712,1385809,78985,1476345,1903568,194149,2960,12875,760015,4710990,1039095,1535955,9276952,1889773,14490210,2119989,2243412,2580650,147086,2748952,3769089,361545,206.75809,419.86914,704.1544,905.65735,77.877556,1114.4138,5,238,10541,321,501,688,13,831,1174,28,1871,45,2363,74,3501,100,4771,128,5852,161,6871,1.8148513,0,0,0,0,0,0,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.2583178677025,48.13156062210092]}",3,30,71.778015,139.42134,338.36746,659.20008396,1527.26775,1951.98976,0,0,231.08214,1204.3315,2364.9492,4868.7734,"localA","urban"
"000000000000000020de_0",3510632.5,3292627.5,21772,"UK",50,4265,785142,5093,8819,2066757,17109,3186377,33945,58110,226319,1001,268498,473442,2962,29,377.7979,805.5963,1163.1931,1603.2529,186.32947,2037.6846,0,8,1012,10,16,32,0,42,54,0,115,0,161,1,246,2,310,3,498,5,656,0,0,0,2,0,0,0,112,"Manual count",370,31451,5788957,37554,65025,15238477,126149,23493586,250285,428459,1668685,7386,1979675,3490754,21842,21,749,63667,11718538,76021,131630,30847121,255364,47557867,506651,867326,3377905,14953,4007441,7066304,44216,0,0,0,0,0,0,0,1,1849,6,33,76,0,99,111,0,193,0,311,0,454,0,542,0,909,0,1293,0.6420468,0,0,0,0,0,150,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.8991215409570688,52.14572855743465]}",0,0,0,0,0,0,0,474.06158,0,0,0,0,0,0,"highway","rural"
"0000000000000000151f_0",3641027.5,3455692.5,1125,"UK",1175,23192,419277,26013,27607,995649,30995,1800245,33817,46072,65684,15684,74259,177513,20715,4,0,225.767,452.85333,704.4989,0,1069.8232,1,159,4737,226,351,493,5,619,991,12,1887,21,2312,34,2938,50,3476,69,3890,93,4193,0,1,0,0,0,32,0,0,"Manual count",8665,171004,3091388,191800,203555,7341057,228530,13273450,249341,339699,484298,115645,547524,1308833,152737,2887,17542,346162,6257872,388260,412055,14860441,462612,26869333,504739,687650,980361,234100,1108349,2649460,309185,0,22.412071,334.52673,462.57675,0,591.5153,2,174,6976,244,399,575,8,749,1299,21,2510,32,3204,49,4143,66,4989,85,5651,110,6045,1.2187518,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.3518350785018619,53.770212245041854]}",0,0,0,0,0,100.066795,345.713645,617.27838,88.32874,357.6964,1011.2909,2175.963,3766.056,5010.1406,"residential","urban"
"00000000000000002a90_0",3506842.5,3717672.5,7456,"UK",237,24551,266853,31940,39623,405601,41050,550782,47105,60850,87622,5977,96274,201394,13768,52,0,0,0,0,0,0,0,42,3676,62,101,136,0,163,264,1,537,2,700,4,1089,7,1556,12,1981,21,2370,0,0,0,0,0,0,0,0,"Manual count",1750,181017,1967548,235500,292146,2990552,302671,4060995,347316,448658,646055,44073,709843,1484909,101518,398,3543,366433,3982944,476721,591389,6053801,612695,8237827,703070,908215,1307805,89217,1436931,3005942,205503,0,0,0,0,0,1035.7186,0,95,6430,142,223,274,0,324,513,1,1034,7,1304,16,1989,24,2851,34,3695,50,4373,3.8427014,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.088866624081802,55.89363583234279]}",2,64,93.28566,203.36472,445.828081,886.92966,1221.84588,1525.89107,0,0,0,0,543.2875,1306.6433,"localA","urban"
"0000000000000000215b_0",3609192.5,3128222.5,8114,"UK",2830,21332,1076088,23758,28651,1517524,40850,2122029,47314,60597,102230,15397,122044,498480,19247,17,180.05241,734.62476,929.7756,1087.125,88.53646,1194.0696,4,148,2345,193,286,378,10,444,603,19,925,30,1048,48,1390,63,1677,80,1851,100,2021,0,0,0,2,0,0,0,32,"Manual count",20866,157290,7934147,175173,211254,10948152,301194,14717872,348853,446790,753761,113527,899850,3675366,141916,12419,42240,318401,16061028,354602,427641,22183333,609706,29872858,706182,904434,1525833,229812,1821559,7440013,287280,0,555.3888,925.33746,1184.3088,0,1982.0916,5,183,4883,250,393,549,12,671,993,22,1703,35,2048,53,2941,71,3536,92,3880,118,4233,2.4658253,0,0,140,485,0,740,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.1382379630956019,50.82068441222386]}",0,0,0,53.00491,295.34894,547.811,1166.2622,1726.02474,0,0,312.67365,950.3778,1869.5598,3576.0354,"highway","urban"
"0000000000000000077d_0",3481222.5,2312372.5,11877,"FR",154,8724,143209,15314,18701,419548,22471,870440,26120,30130,55446,1196,61428,92494,2789,188,0,0,0,0,0,0,0,15,1774,20,40,59,0,67,90,0,177,2,253,3,376,5,434,6,517,10,747,2,0,0,0,70,0,0,0,"Automatic counter",747,42136,688312,73969,90326,1946684,108535,3975743,126160,145529,267807,5780,296700,446554,13473,332,1547,87240,1424892,153146,187011,4032198,224712,8344789,261201,301303,554466,11968,614286,924367,27895,201.17142,414.414,602.0439,798.1957,95.722,1004.11237,0,85,3563,131,248,332,0,371,452,2,585,6,707,14,832,25,909,31,1141,46,1743,3.6038947,0,0,245,655,0,900,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.37568115577947736,43.396213527918505]}",0,0,0,0,0,0,0,0,0,1.8401554,114.14355,201.99263,540.11115,1292.1329,"primary","urban"
"000000000000000002bd_0",4389252.5,3087217.5,29617,"DE",20,4663,161761,7152,9509,429091,12457,857003,16419,21456,39664,433,46743,84672,1671,233,377.76013,794.8259,1239.0059,1734.6152,178.00777,2260.3818,0,23,2488,36,66,94,1,116,157,2,341,3,482,4,739,7,1004,10,1297,15,1546,0,0,0,2,0,0,0,125,"Automatic counter",290,65538,2273169,100517,133637,5938697,175056,11700998,230741,301526,557387,6090,656875,1189873,23495,0,544,122732,4256871,188235,250257,11148547,327821,22022461,432101,564656,1043797,11406,1230103,2228228,43999,0,0,0,0,0,0,0,17,3262,41,85,119,0,138,182,0,264,0,397,0,709,0,985,0,1486,3,1880,0.57319534,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.970054499862567,50.8923324821949]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"highway","rural"
